Budget,Language,Country,Year,Name,Rate,Genre
35000000,en,United States of America,2007,Walk Hard: The Dewey Cox Story,6.6,Comedy
38000000,en,United States of America,2007,Virgin Territory,4.3,Adventure
39000000,en,United States of America,2007,Shoot 'Em Up,6.3,Action
40000000,en,United States of America,2007,Music and Lyrics,6.2,Comedy
40000000,en,United States of America,2007,The Reaping,5.4,Thriller
40000000,en,United States of America,2007,Aliens vs Predator: Requiem,4.9,Fantasy
40000000,en,United States of America,2007,The Water Horse,6.3,Fantasy
45000000,en,United States of America,2007,Pathfinder,5.4,Adventure
45000000,en,United States of America,2007,Resident Evil: Extinction,6.1,Horror
45000000,en,United States of America,2007,Love in the Time of Cholera,6.5,Drama
45000000,en,United States of America,2007,The Bucket List,7,Drama
50000000,en,United States of America,2007,Hannibal Rising,6,Crime
50000000,en,United States of America,2007,Sunshine,7,Science Fiction
50000000,en,United States of America,2007,Hairspray,6.5,Family
50000000,en,United States of America,2007,Sweeney Todd: The Demon Barber of Fleet Street,7,Drama
51500000,en,United States of America,2007,Eastern Promises,7.2,Thriller
53000000,en,United States of America,2007,Blades of Glory,5.9,Action
55000000,en,United States of America,2007,3:10 to Yuma,6.9,Western
55000000,en,United States of America,2007,Elizabeth: The Golden Age,6.6,Drama
60000000,en,United States of America,2007,Norbit,5,Comedy
60000000,en,United States of America,2007,Bridge to Terabithia,7,Adventure
60000000,en,United States of America,2007,The Heartbreak Kid,5.7,Comedy
60000000,en,United States of America,2007,Shrek the Halls,5.8,Adventure
60000000,en,United States of America,2007,In the Name of the King: A Dungeon Siege Tale,4.1,Adventure
60000000,en,United States of America,2007,Alvin and the Chipmunks,5.5,Comedy
60795000,en,United States of America,2007,Perfect Stranger,5.4,Crime
61000000,en,United States of America,2007,Shooter,6.9,Action
65000000,en,United States of America,2007,Zodiac,7.3,Crime
67000000,en,United States of America,2007,The Last Legion,5,Action
70000000,en,United States of America,2007,Next,5.9,Action
70000000,en,United States of America,2007,The Bourne Ultimatum,7.3,Action
70000000,en,United States of America,2007,Stardust,7.2,Adventure
70000000,en,United States of America,2007,The Kingdom,6.5,Thriller
70000000,en,United States of America,2007,The Brave One,6.4,Crime
70000000,en,United States of America,2007,Beowulf,5.5,Adventure
75000000,en,United States of America,2007,The Simpsons Movie,6.9,Animation
75000000,en,United States of America,2007,Charlie Wilson's War,6.5,Comedy
80000000,en,United States of America,2007,The Invasion,5.7,Science Fiction
85000000,en,United States of America,2007,Ocean's Thirteen,6.5,Crime
85000000,en,United States of America,2007,Surf's Up,5.9,Animation
85000000,en,United States of America,2007,I Now Pronounce You Chuck & Larry,5.8,Comedy
85000000,en,United States of America,2007,Enchanted,6.6,Comedy
86000000,en,United States of America,2007,Awake,6.3,Thriller
100000000,en,United States of America,2007,American Gangster,7.4,Drama
100000000,en,United States of America,2007,Fred Claus,5.5,Action
110000000,en,United States of America,2007,Ghost Rider,5.2,Thriller
110000000,en,United States of America,2007,Live Free or Die Hard,6.4,Action
130000000,en,United States of America,2007,Fantastic 4: Rise of the Silver Surfer,5.4,Adventure
130000000,en,United States of America,2007,National Treasure: Book of Secrets,6.1,Action
140000000,en,United States of America,2007,Rush Hour 3,6.1,Action
150000000,en,United States of America,2007,Meet the Robinsons,6.7,Animation
150000000,en,United States of America,2007,Ratatouille,7.5,Animation
150000000,en,United States of America,2007,Transformers,6.6,Adventure
150000000,en,United States of America,2007,Harry Potter and the Order of the Phoenix,7.4,Adventure
150000000,en,United States of America,2007,Bee Movie,5.7,Family
150000000,en,United States of America,2007,I Am Legend,6.9,Drama
160000000,en,United States of America,2007,Shrek the Third,6,Fantasy
175000000,en,United States of America,2007,Evan Almighty,5.3,Fantasy
180000000,en,United States of America,2007,The Golden Compass,5.8,Adventure
258000000,en,United States of America,2007,Spider-Man 3,5.9,Fantasy
300000000,en,United States of America,2007,Pirates of the Caribbean: At World's End,6.9,Adventure
30000000,en,United States of America,2008,Speed & Angels,3.3,Documentary
30000000,en,United States of America,2008,"Angus, Thongs and Perfect Snogging",6.4,Comedy
30000000,en,United States of America,2008,The Art of Travel,6.5,Action
30000000,en,United States of America,2008,Iran Is Not the Problem,4.8,Documentary
30000000,en,United States of America,2008,Living in Emergency: Stories of Doctors Without Borders,9,Documentary
30000000,en,United States of America,2008,Max Manus: Man of War,6.9,Drama
30000000,en,United States of America,2008,I Need That Record,6.4,Documentary
30000000,en,United States of America,2008,Pond Hockey,0,Documentary
30000000,en,United States of America,2008,Elevator,3,
30000000,en,United States of America,2008,Margaret Thatcher: The Long Walk to Finchley,7,Drama
30000000,en,United States of America,2008,Stone & Ed,1,Action
30000000,en,United States of America,2008,The Attic,3.8,Horror
30000000,en,United States of America,2008,Sebastian's Voodoo,6.8,Animation
30000000,en,United States of America,2008,Red Victoria,6,Comedy
30000000,en,United States of America,2008,Skeleton Key 2: 667 Neighbor of the Beast,1.8,
30000000,en,United States of America,2008,Medicine for Melancholy,6.9,Drama
30000000,en,United States of America,2008,Anotherworld,5,Drama
30000000,en,United States of America,2008,Allan Quatermain and the Temple of Skulls,3.4,Romance
30000000,en,United States of America,2008,Bittersweet,5,Drama
30000000,en,United States of America,2008,Such Hawks Such Hounds,6.8,Documentary
100000,en,United States of America,2008,Blue Gold: World Water Wars,6.2,Documentary
100000,en,United States of America,2008,Bloodlock,3.3,Horror
110000,en,United States of America,2008,Imagination,0,Fantasy
150000,en,United States of America,2008,Big Buck Bunny,6.2,Animation
150000,en,United States of America,2008,Make-Out with Violence,5.7,Comedy
170000,en,United States of America,2008,Mum & Dad,6.3,Horror
200000,en,United States of America,2008,Wendy and Lucy,6.4,Drama
200000,en,United States of America,2008,Dr. Horrible's Sing-Along Blog,7.8,Adventure
210000,en,United States of America,2008,The Cook,3.8,Comedy
230000,en,United States of America,2008,Bronson,6.9,Drama
250000,en,United States of America,2008,2012 Doomsday,2.3,Adventure
250000,en,United States of America,2008,Mary Pickford: The Muse of the Movies,0,Documentary
300000,en,United States of America,2008,Adopt a Sailor,5.3,Comedy
400000,en,United States of America,2008,The Amazing Truth About Queen Raquela,5,Documentary
500000,en,United States of America,2008,How to Be,5,Comedy
500000,en,United States of America,2008,Dorothy Mills,6.2,Drama
500000,en,United States of America,2008,Fireproof,7,Drama
500000,en,United States of America,2008,The Pleasure of Being Robbed,6.3,Drama
515788,en,United States of America,2008,Legendary Assassin,6.2,Action
717000,en,United States of America,2008,Johnny Cash at Folsom Prison,0,Music
750000,en,United States of America,2008,All the Boys Love Mandy Lane,5.7,Horror
750000,en,United States of America,2008,Phoonk,3.5,Foreign
800000,en,United States of America,2008,Prince Among Slaves,0,Documentary
820000,en,United States of America,2008,Sarkar Raj,5.3,Action
950000,en,United States of America,2008,Necessary Evil,3.3,Thriller
980000,en,United States of America,2008,Lord Save Us,0,Documentary
1000000,en,United States of America,2008,20 Years After,2.8,Drama
1000000,en,United States of America,2008,Love for Sale,5.7,Comedy
1000000,en,United States of America,2008,The Good Humor Man,7,Comedy
1000000,en,United States of America,2008,Breaking the Maya Code,5.3,Documentary
1000000,en,United States of America,2008,House of Usher,3,Horror
1000000,en,United States of America,2008,The End of Poverty?,0,Documentary
1000000,en,United States of America,2008,Foreign Exchange,3.7,Comedy
1000000,en,United States of America,2008,The Legend of Bloody Mary,3.8,Horror
1180000,en,United States of America,2008,Fierce Light: When Spirit Meets Action,0,Documentary
1500000,en,United States of America,2008,Red Canyon,4.8,Action
1500000,en,United States of America,2008,Lymelife,6.4,Comedy
1949120,en,United States of America,2008,Salute,5.3,Documentary
1999000,en,United States of America,2008,Poison Ivy: The Secret Society,4.2,Thriller
2000000,en,United States of America,2008,Killer Movie,6.1,Comedy
2000000,en,United States of America,2008,Impulse,5.1,Mystery
2000000,en,United States of America,2008,Trucker,6.8,Drama
2000000,en,United States of America,2008,Bart Got a Room,5.9,Comedy
2000000,en,United States of America,2008,Touching Home,5.8,Drama
2000000,en,United States of America,2008,No Man's Land: The Rise of Reeker,4.4,Horror
2000000,en,United States of America,2008,Swamp Devil,3.6,Horror
2000000,en,United States of America,2008,Life in Flight,5,Drama
2000000,en,United States of America,2008,Feast II: Sloppy Seconds,5.6,Action
2300000,en,United States of America,2008,Jaane Tu... Ya Jaane Na,6.7,Drama
2500000,en,United States of America,2008,Adventures of Power,5.7,Comedy
2500000,en,United States of America,2008,Indigo,3.7,Mystery
2500000,en,United States of America,2008,Little Ashes,6.1,Drama
2500000,en,United States of America,2008,Red,6.9,Drama
2500000,en,United States of America,2008,Sleep Dealer,6,Drama
2900000,en,United States of America,2008,Felon,7.1,Action
3000000,en,United States of America,2008,Love Lies Bleeding,6.3,Action
3000000,en,United States of America,2008,Downloading Nancy,5.2,Drama
3000000,en,United States of America,2008,Death In Love,5,Drama
3000000,en,United States of America,2008,Fire and Ice: The Dragon Chronicles,4.5,Drama
3000000,en,United States of America,2008,Choke,6,Comedy
3000000,en,United States of America,2008,Vacancy 2: The First Cut,4.8,Horror
3500000,en,United States of America,2008,Surveillance,6,Horror
3500000,en,United States of America,2008,Justice League: The New Frontier,6.6,Action
3500000,en,United States of America,2008,Expelled: No Intelligence Allowed,4.1,Documentary
3500000,en,United States of America,2008,Batman: Gotham Knight,6.7,Animation
3500000,en,United States of America,2008,The Betrayed,5.3,Crime
3600000,en,United States of America,2008,Mostly Ghostly,4.8,Family
3600000,en,United States of America,2008,The Crew,6.2,Drama
4000000,en,United States of America,2008,Stiletto,4.4,Action
4000000,en,United States of America,2008,Wushu,5,Action
4000000,en,United States of America,2008,Mutants,2.3,Horror
4000000,en,United States of America,2008,Return to Sleepaway Camp,4.7,Mystery
4300000,en,United States of America,2008,Dark Floors,4.6,Fantasy
4500000,en,United States of America,2008,Slap Shot 3: The Junior League,4.2,Action
4600000,en,United States of America,2008,Alone in the Dark 2,3.1,Action
4700000,en,United States of America,2008,Adoration,5.9,Drama
5000000,en,United States of America,2008,Linewatch,4.8,Action
5000000,en,United States of America,2008,Sunshine Cleaning,6.5,Comedy
5000000,en,United States of America,2008,April Fool's Day,3.7,Horror
5000000,en,United States of America,2008,"War, Inc.",5.6,Action
5000000,en,United States of America,2008,American Teen,6.5,Documentary
5000000,en,United States of America,2008,Bottle Shock,6.6,Comedy
5000000,en,United States of America,2008,Another Cinderella Story,6.2,Music
5000000,en,United States of America,2008,Joy Ride 2: Dead Ahead,5.2,Crime
5500000,en,United States of America,2008,Animals,3.8,Horror
6000000,en,United States of America,2008,Miss Conception,4.2,Comedy
6000000,en,United States of America,2008,Julia,7.2,Drama
6000000,en,United States of America,2008,Bachelor Party 2: The Last Temptation,5.5,Comedy
6000000,en,United States of America,2008,Hey Hey It's Esther Blueburger,6.5,Comedy
6000000,en,United States of America,2008,Camille,6.1,Comedy
6000000,en,United States of America,2008,The Wackness,6.2,Drama
6000000,en,United States of America,2008,"Surfer, Dude",4.7,Comedy
6000000,en,United States of America,2008,The Wrestler,7.3,Drama
6000000,en,United States of America,2008,Amusement,4.9,Horror
6000000,en,United States of America,2008,While She Was Out,4.8,Action
6100000,en,United States of America,2008,The Flight Before Christmas,5.4,Animation
6400000,en,United States of America,2008,Bride Flight,6.9,Drama
6700000,en,United States of America,2008,The Broken,5.6,Thriller
7000000,en,United States of America,2008,Stargate: The Ark of Truth,6.9,Adventure
7000000,en,United States of America,2008,Redbelt,6.4,Drama
7000000,en,United States of America,2008,Smart People,5.8,Comedy
7000000,en,United States of America,2008,Stargate: Continuum,6.8,Adventure
7000000,en,United States of America,2008,College,4.8,Comedy
7000000,en,United States of America,2008,The Burrowers,5.4,Action
7500000,en,United States of America,2008,The Line,4.9,Action
8000000,en,United States of America,2008,Dante 01,5.1,Science Fiction
8000000,en,United States of America,2008,The Ruins,5.6,Drama
8000000,en,United States of America,2008,Pathology,5.6,Crime
