Budget,Year,Name,Rate,Genre
2.2,2012,Diary of a Wimpy Kid: Dog Days,6,Comedy
2.5,2012,Contraband,6.1,Thriller
2.5,2012,The Grey,6.4,Action
2.5,2012,Dark Tide,4.8,Thriller
2.5,2012,The Lucky One,6.8,Drama
2.5,2012,On the Road,5.5,Adventure
2.5,2012,The Factory,5.5,Crime
2.5,2012,Parental Guidance,5.8,Comedy
2.6,2012,The Raven,6.1,Crime
2.6,2012,Lawless,6.8,Crime
2.635,2012,Lay the Favorite,4.9,Drama
3,2012,The Vow,7,Drama
3,2012,The Cabin in the Woods,6.6,Horror
3,2012,The Three Stooges,4.9,Comedy
3,2012,Safe,6.3,Action
3,2012,The Five-Year Engagement,5.7,Comedy
3,2012,Hope Springs,5.8,Drama
3,2012,Bait,5.4,Action
3,2012,Passion,5.1,Thriller
3,2012,Looper,6.6,Action
3.1,2012,Flight,6.5,Drama
3.2,2012,The Master,7,Drama
3.3,2012,Step Up Revolution,6.7,Music
3.5,2012,Wanderlust,5.3,Comedy
3.5,2012,Get the Gringo,6.4,Action
3.5,2012,Stolen,5.1,Action
3.5,2012,Premium Rush,6.2,Crime
3.5,2012,Playing for Keeps,5.4,Comedy
3.5,2012,This Is 40,5.6,Comedy
3.9,2012,Frankenweenie,6.6,Animation
4,2012,One for the Money,5.3,Action
4,2012,Big Miracle,6.6,Adventure
4,2012,A Thousand Words,6,Drama
4,2012,What to Expect When You're Expecting,5.8,Romance
4,2012,The Swan Princess Christmas,6,Animation
4,2012,Zero Dark Thirty,6.7,Thriller
4,2012,The Guilt Trip,5.4,Comedy
4.2,2012,Man on a Ledge,6.2,Action
4.2,2012,21 Jump Street,6.7,Action
4.2,2012,The Impossible,7,Thriller
4.45,2012,Argo,7.1,Drama
4.5,2012,Savages,6.2,Crime
4.5,2012,Taken 2,6.1,Action
4.5,2012,Alex Cross,5.1,Action
5,2012,American Reunion,6.1,Comedy
5,2012,Ted,6.3,Comedy
5,2012,Dredd,6.6,Action
5.8,2012,Red Tails,5.9,Drama
6,2012,The Pirates! In an Adventure with Scientists!,6.4,Animation
6,2012,ParaNorman,6.7,Family
6,2012,Upside Down,6.2,Romance
6,2012,Jack Reacher,6.3,Crime
6.1,2012,Les Misérables,7.2,Drama
6.5,2012,This Means War,5.9,Action
6.5,2012,The Dictator,5.9,Comedy
6.5,2012,Foodfight!,2.3,Animation
6.5,2012,Resident Evil: Retribution,5.6,Action
6.5,2012,Lincoln,6.7,History
6.5,2012,Red Dawn,5.3,War
6.8,2012,The Watch,5.3,Comedy
6.9,2012,Abraham Lincoln: Vampire Hunter,5.5,Action
7,2012,Underworld: Awakening,6.1,Fantasy
7,2012,The Lorax,6.3,Animation
7,2012,That's My Boy,5.5,Comedy
7.5,2012,The Hunger Games,6.9,Science Fiction
7.5,2012,Rock of Ages,6,Comedy
7.9,2012,Journey 2: The Mysterious Island,5.8,Adventure
8.5,2012,Safe House,6.3,Action
8.5,2012,Mirror Mirror,5.5,Adventure
8.5,2012,Hotel Transylvania,6.8,Animation
9.5,2012,Ice Age: Continental Drift,6.2,Animation
10,2012,The Expendables 2,6.1,Action
10,2012,Django Unchained,7.8,Drama
10.2,2012,Cloud Atlas,6.6,Drama
12,2012,The Twilight Saga: Breaking Dawn - Part 2,6.1,Adventure
12,2012,Life of Pi,7.2,Adventure
12.5,2012,Total Recall,5.8,Action
13,2012,Prometheus,6.3,Science Fiction
13,2012,The Bourne Legacy,6,Action
14.5,2012,Madagascar 3: Europe's Most Wanted,6.4,Animation
14.5,2012,Rise of the Guardians,7.1,Fantasy
15,2012,Wrath of the Titans,5.5,Adventure
15,2012,Dark Shadows,5.7,Comedy
16.5,2012,Wreck-It Ralph,7.1,Family
17,2012,Snow White and the Huntsman,5.8,Adventure
18.5,2012,Brave,6.7,Animation
20,2012,Skyfall,6.9,Action
20.9,2012,Battleship,5.5,Thriller
21.5,2012,The Amazing Spider-Man,6.5,Action
22,2012,The Avengers,7.4,Science Fiction
22.5,2012,Men in Black 3,6.3,Action
25,2012,The Dark Knight Rises,7.6,Action
25,2012,The Hobbit: An Unexpected Journey,7,Adventure
26,2012,John Carter,6.1,Action
3,2013,Nurse 3-D,4.9,Horror
3,2013,Peeples,5.6,Comedy
3,2013,Make Your Move,6.2,Music
3,2013,Riley Rewind,7.1,Fantasy
3,2013,Beneath,5.2,Horror
3,2013,How Strange to be Named Federico: Scola Narrates Fellini,7.4,Documentary
3,2013,Goddess,4.8,Comedy
3,2013,Along the Roadside,7.7,Romance
3,2013,The Ghost Army,6.4,Documentary
3,2013,Escape from Tomorrow,4.8,Horror
3,2013,95ers: Time Runners,4.2,Thriller
3,2013,Adolf Hitler: The Greatest Story Never Told,5.5,Documentary
3,2013,Adjust Your Tracking: The Untold Story of the VHS Collector,7.6,Documentary
3,2013,Don't Go to the Reunion,4.9,Horror
3,2013,The Amityville Asylum,3.8,Horror
3,2013,Sriracha,7.1,Documentary
3,2013,Justice Is Mind,0,
3,2013,Triple Crossed,3.9,Mystery
3,2013,Jack the Giant Killer,3.2,Action
3,2013,The Image Revolution,5.7,Documentary
3,2013,The Arrested Development Documentary Project,6.2,Documentary
3,2013,Cosmic Psychos: Blokes You Can Trust,7.5,Music
3,2013,Cruel Will,3.4,Thriller
0.01,2013,Secrets In The Snow,8,
0.01,2013,Refuge,5.3,Thriller
0.01,2013,Upstream Color,6.5,Drama
0.01,2013,A Teacher,4.5,Drama
0.0112,2013,I Am I,6,Drama
0.012369,2013,Ashens and the Quest for the Gamechild,5,Comedy
0.0125687,2013,Europa Report,6.2,Science Fiction
0.0135,2013,Hansel & Gretel,4.7,Horror
0.014,2013,Twisted,7.1,Comedy
0.015,2013,FrackNation,6.3,Documentary
0.0175,2013,Sparrows Dance,7.5,Drama
0.0176199,2013,Motivational Growth,8.5,Comedy
0.02,2013,The Last Match,6.5,Romance
0.02,2013,An American Terror,3.8,Drama
0.0232,2013,Neverlake,5.3,Horror
0.025,2013,The Canyons,4.1,Thriller
0.03,2013,Evocateur: The Morton Downey Jr. Movie,6.3,Documentary
0.0313411,2013,Dick Figures: The Movie,6.2,Animation
0.034,2013,Noobz,5.8,Comedy
0.03465,2013,Skewered,5,Comedy
0.05,2013,Germ,3.3,Horror
0.05,2013,100 Degrees Below Zero,3.6,Action
0.05,2013,Wrath of the Crows,4.8,Horror
0.05,2013,First Comes Love,6,Documentary
0.05,2013,Deadline,6,Thriller
0.0567,2013,The Human Race,5,Horror
0.06,2013,The Stag,5.4,Comedy
0.07,2013,Saving Lincoln,1,Drama
0.070446,2013,Real Playing Game,4.2,Science Fiction
0.0725,2013,Prince Avalanche,6,Comedy
0.0747487,2013,iNumber Number,4.6,Action
0.075,2013,Dark Space,4.5,Science Fiction
0.075,2013,American Idiots,4.3,Comedy
0.075,2013,Live Forever as You Are Now with Alan Resnick,0,
0.08,2013,The Wicked,4.2,Fantasy
0.08,2013,The Stranger Within,4.4,Thriller
0.095,2013,Banshee Chapter,5.7,Horror
0.1,2013,AE: Apocalypse Earth,3.9,TV Movie
0.1,2013,20 Feet from Stardom,7.4,Documentary
0.1,2013,Sharknado,3.8,TV Movie
0.1,2013,In a World...,6.4,Comedy
0.1,2013,Antarctica: A Year on Ice,7.2,Drama
0.1,2013,The Patrol,3.5,Drama
0.1,2013,Zombie Night,3.4,Horror
0.1030064,2013,Kill Your Darlings,7.1,Drama
0.1052753,2013,On the Job,6.2,Action
0.11,2013,Extraction,5.5,Action
0.1105736,2013,All the Wrong Reasons,6.1,Comedy
0.113834,2013,The Cosmonaut,4.9,Drama
0.12,2013,Quarantine L.A.,4,Science Fiction
0.12,2013,Home Run,6.3,Drama
0.14,2013,The Ultimate Accessory,5.4,Comedy
0.149,2013,The Only Ones,5.8,Comedy
0.15,2013,Assassins Tale,4.8,Action
0.15,2013,The To Do List,5.5,Comedy
0.17,2013,Scorned,5,Thriller
0.2,2013,Killing Lincoln,5.5,Documentary
0.2,2013,White Rabbit,6.3,Drama
0.2,2013,Scarecrow,4,Horror
0.2,2013,Waar,5.3,Action
0.2,2013,A Night in Old Mexico,5.3,Drama
0.25,2013,A Haunted House,5.4,Comedy
0.25,2013,At Middleton,5.9,Romance
0.25,2013,The Spectacular Now,6.8,Comedy
0.25,2013,Hell Baby,4.9,Comedy
0.29,2013,No One Lives,5.5,Horror
0.3,2013,Ass Backwards,4.6,Adventure
0.3,2013,500 MPH Storm,2.9,Action
0.3,2013,Before Midnight,7.3,Romance
0.3,2013,Open Road,5.2,Action
0.3,2013,The Purge,6,Science Fiction
0.3,2013,Nothing Left to Fear,4.6,Horror
0.31,2013,Concrete Blondes,5.1,Action
0.35,2013,"Batman: The Dark Knight Returns, Part 2",7.9,Action
0.35,2013,Dark Skies,6.1,Science Fiction
0.35,2013,Welcome to the Jungle,4.9,Comedy
0.35,2013,Justice League: The Flashpoint Paradox,7.3,Fantasy
0.35,2013,In the Name of the King III,3.3,Action
0.36,2013,Paranormal Whacktivity,3.3,Comedy
0.4,2013,Assassins Run,4,Action
0.4,2013,12 Rounds 2: Reloaded,5.6,Action
0.4,2013,Compulsion,4.5,Thriller
0.4,2013,The Hot Flashes,4.5,Comedy
0.4,2013,Alan Partridge: Alpha Papa,6.5,Comedy
0.4,2013,The Sacrament,5.6,Horror
0.4,2013,"Guten Tag, Ramón",8.1,Drama
0.4,2013,The Face of Love,5.9,Drama
0.4,2013,Hours,6.3,Drama
0.4357373,2013,Mindscape,6.5,Thriller
0.45,2013,Hansel and Gretel Get Baked,4.8,Horror
0.45,2013,The Starving Games,4.1,Comedy
0.46,2013,The Way Way Back,7.1,Comedy
0.47,2013,Treading Water,5.6,Drama
0.48,2013,Only God Forgives,5.6,Drama
0.49,2013,Austenland,6.6,Comedy
0.5,2013,Spring Breakers,5,Drama
0.5,2013,The Last Exorcism Part II,4.4,Horror
0.5,2013,The Pardon,5,Crime
0.5,2013,Savannah,5.9,Romance
0.5,2013,Absolute Deception,4.4,Action
0.5,2013,Pawn Shop Chronicles,5.6,Action
0.5,2013,Get Lucky,5.9,Action
0.5,2013,Dallas Buyers Club,7.9,Drama
0.5,2013,Oculus,6.3,Horror
0.5,2013,Insidious: Chapter 2,6.5,Horror
0.5,2013,Filth,6.8,Crime
0.5,2013,Curse of Chucky,5.6,Horror
0.5,2013,CBGB,6.5,Drama
0.5,2013,A Perfect Man,4.8,Drama
0.5,2013,Enemies Closer,5.1,Thriller
0.5112027,2013,The French Minister,5.6,Comedy
0.52,2013,Dead in Tombstone,4.8,Western
0.6,2013,Movie 43,4.5,Comedy
0.6,2013,All Things To All Men,4.2,Thriller
0.6,2013,What Maisie Knew,7.4,Drama
0.6,2013,Syrup,5.7,Drama
0.6,2013,Exit Marrakech,6.1,Drama
0.6,2013,Don Jon,5.9,Romance
0.6,2013,Standing Up,6.5,Drama
0.65,2013,Death Race: Inferno,5.3,Action
0.65,2013,The East,6.5,Drama
0.7,2013,Riddle,4.3,Mystery
0.7,2013,Straight A's,5.2,Comedy
0.7,2013,Sweetwater,6,Western
0.7,2013,Knife Fight,4.7,Drama
0.7,2013,Spiders,3.9,Science Fiction
0.7,2013,Alone Yet Not Alone,7.3,History
0.7,2013,The Trials of Cate McCall,5.8,Drama
0.7,2013,Only Lovers Left Alive,7.2,Drama
0.75,2013,Gimme Shelter,6.4,Drama
0.75,2013,Saving Santa,5.1,Animation
0.77,2013,Night Train to Lisbon,6.4,Mystery
0.8,2013,The Makeover,5.5,Comedy
0.8,2013,Battle of the Damned,4.8,Action
0.8,2013,Wolf Creek 2,5.9,Horror
0.8,2013,Fright Night 2: New Blood,4.4,Horror
0.8,2013,Begin Again,7.3,Comedy
0.82,2013,Mr. Morgan's Last Love,6.9,Drama
0.85,2013,Welcome to the Punch,5.7,Action
0.85,2013,Baggage Claim,5.6,Comedy
0.9,2013,All Is Lost,6.6,Action
0.9,2013,Closer to the Moon,6.4,Comedy
0.92,2013,Arrambam,6,Action
0.95,2013,Bad Words,6.4,Comedy
1,2013,Phantom,5.5,Thriller
1,2013,The Numbers Station,5.3,Action
1,2013,Mud,7,Drama
1,2013,Lovelace,6,Drama
1,2013,One Direction: This Is Us,8,Documentary
1,2013,Jimmy P.,6,Drama
1,2013,Parkland,5.8,History
1,2013,Force of Execution,5.1,Action
1.09,2013,Belle,7.2,Drama
1.1,2013,Drift,5.7,Drama
1.1,2013,Empire State,4.9,Action
1.1,2013,What If,6.7,Drama
1.1,2013,Inside Llewyn Davis,7.2,Drama
1.2,2013,Officer Down,5.4,Crime
1.2,2013,Stoker,6.5,Drama
1.2,2013,Legendary: Tomb of the Dragon,4,Action
1.2,2013,Jobs,6,Drama
1.2,2013,About Time,7.8,Comedy
1.2,2013,Machete Kills,5.3,Action
1.2,2013,Life of Crime,5.5,Comedy
1.2,2013,Nebraska,7.4,Drama
1.2,2013,Philomena,7.4,Drama
1.3,2013,21 & Over,5.7,Comedy
1.3,2013,The Call,6.6,Crime
1.3,2013,Admission,5.5,Comedy
1.3,2013,The Conjuring,7.4,Horror
1.35,2013,The Best Offer,7.7,Drama
1.5,2013,Mama,6,Horror
1.5,2013,The Place Beyond the Pines,6.8,Drama
1.5,2013,Devil's Knot,5.7,Crime
1.5,2013,The Bling Ring,5.3,Drama
1.5,2013,Diana,5.3,Drama
1.5,2013,Bad Grandpa,6,Comedy
1.6,2013,Adore,6.1,Drama
1.6,2013,The Colony,5.2,Action
1.6,2013,The Immigrant,6.2,Drama
1.6,2013,Zulu,6.7,Crime
1.7,2013,Evil Dead,6.4,Horror
1.7,2013,The Best Man Holiday,6.7,Comedy
1.75,2013,Black Nativity,5.8,Drama
1.8,2013,Blue Jasmine,7,Comedy
1.8,2013,Getaway,4.9,Action
1.8,2013,Metallica: Through the Never,6.7,Music
1.8,2013,The Railway Man,6.7,Drama
1.8,2013,Labor Day,6.7,Drama
2,2013,Texas Chainsaw 3D,5.3,Horror
2,2013,Trance,6.5,Thriller
2,2013,Scary Movie 5,4.6,Comedy
2,2013,Hummingbird,5.9,Action
2,2013,The World's End,6.7,Comedy
2,2013,Khumba,5.8,Animation
2,2013,Battle of the Year,5.9,Music
2,2013,12 Years a Slave,7.9,Drama
2.2,2013,Justin and the Knights of Valour,5.5,Animation
2.2,2013,Homefront,6.4,Action
2.2,2013,Out of the Furnace,6.5,Thriller
2.3,2013,Behind the Candelabra,6.6,Drama
2.3,2013,Her,7.9,Romance
2.5,2013,Pain & Gain,6.1,Thriller
2.5,2013,Man of Tai Chi,5.8,Action
2.5,2013,The Butler,7.2,Drama
2.5,2013,The Counselor,5,Thriller
2.5,2013,The Adventurer: The Curse of the Midas Box,5.1,Fantasy
2.5,2013,August: Osage County,6.9,Comedy
2.55,2013,Blood Ties,6,Thriller
2.6,2013,Delivery Man,6.2,Comedy
2.7,2013,Odd Thomas,6.6,Mystery
2.722,2013,The Frozen Ground,6.1,Thriller
2.8,2013,Safe Haven,6.9,Romance
2.8,2013,Kick-Ass 2,6.3,Action
2.8,2013,Third Person,5.8,Drama
2.8,2013,The Fifth Estate,5.7,Drama
2.8,2013,Last Vegas,6.4,Comedy
3,2013,The Last Stand,5.7,Action
3,2013,Side Effects,6.4,Thriller
3,2013,The Incredible Burt Wonderstone,5.3,Comedy
3,2013,The Family,6.1,Crime
3,2013,Runner Runner,5.5,Crime
3,2013,Carrie,5.8,Drama
3,2013,Oldboy,5.9,Drama
3.2,2013,This Is the End,6.2,Action
3.2,2013,The Physician,7.2,Adventure
3.3,2013,The Young and Prodigious T.S. Spivet,6.7,Adventure
3.4,2013,Thunder and the House of Magic,6.3,Family
3.5,2013,Parker,5.7,Action
3.5,2013,Warm Bodies,6.4,Horror
3.5,2013,Identity Thief,5.6,Comedy
3.5,2013,Snitch,5.8,Thriller
3.5,2013,The Big Wedding,5.7,Comedy
3.5,2013,Paranoia,5.6,Drama
3.5,2013,Saving Mr. Banks,7.3,Comedy
3.5,2013,Mandela: Long Walk to Freedom,6.5,Drama
3.7,2013,We're the Millers,6.8,Comedy
3.8,2013,Riddick,6.2,Science Fiction
3.8,2013,Rush,7.7,Drama
4,2013,Escape from Planet Earth,5.7,Animation
4,2013,42,6.8,Drama
4,2013,American Hustle,6.8,Drama
4,2013,Lone Survivor,7.4,Action
4,2013,Grudge Match,6,Comedy
4.3,2013,The Heat,6.5,Action
4.4,2013,The Host,6,Action
4.6,2013,Prisoners,7.9,Drama
5,2013,Hansel & Gretel: Witch Hunters,5.7,Fantasy
5,2013,Planes,5.7,Animation
5,2013,Escape Plan,6.7,Action
5,2013,Anchorman 2: The Legend Continues,6,Comedy
5.5,2013,Bullet to the Head,5.2,Action
5.5,2013,Captain Phillips,7.6,Action
5.5,2013,Free Birds,5.7,Animation
5.6,2013,Broken City,5.7,Thriller
5.8,2013,The Internship,6.1,Comedy
6,2013,Gangster Squad,6.2,Crime
6,2013,Beautiful Creatures,5.6,Fantasy
6,2013,The Mortal Instruments: City of Bones,6.2,Action
6.1,2013,2 Guns,6.6,Action
7,2013,Olympus Has Fallen,6.2,Action
7,2013,Legends of Oz: Dorothy's Return,5.8,Animation
7.5,2013,Now You See Me,7.3,Thriller
7.6,2013,Despicable Me 2,7,Animation
7.8,2013,Cloudy with a Chance of Meatballs 2,6.4,Animation
8,2013,Grown Ups 2,5.8,Comedy
8,2013,Walking With Dinosaurs,5.2,Animation
8.3,2013,Pawn,5.4,Crime
8.4,2013,RED 2,6.4,Action
9,2013,Percy Jackson: Sea of Monsters,5.9,Adventure
9,2013,The Secret Life of Walter Mitty,7,Adventure
9.2,2013,A Good Day to Die Hard,5.2,Action
10,2013,Epic,6.4,Animation
10,2013,The Wolf of Wall Street,7.9,Crime
10.3,2013,The Hangover Part III,6,Comedy
10.5,2013,The Great Gatsby,7.3,Drama
10.5,2013,The Smurfs 2,5.5,Fantasy
10.5,2013,Gravity,7.3,Science Fiction
11,2013,Ender's Game,6.6,Science Fiction
11.5,2013,Elysium,6.4,Science Fiction
12,2013,Oblivion,6.4,Action
12,2013,The Wolverine,6.3,Action
13,2013,G.I. Joe: Retaliation,5.4,Adventure
13,2013,After Earth,5,Science Fiction
13,2013,R.I.P.D.,5.4,Fantasy
13,2013,The Hunger Games: Catching Fire,7.4,Adventure
13.5,2013,The Croods,6.8,Adventure
13.5,2013,Turbo,6.1,Animation
15,2013,White House Down,6.3,Action
15,2013,Frozen,7.3,Animation
16,2013,Fast & Furious 6,6.7,Action
17,2013,Thor: The Dark World,6.8,Action
17.5,2013,47 Ronin,5.9,Drama
18,2013,Pacific Rim,6.7,Action
19,2013,Star Trek Into Darkness,7.4,Action
19.5,2013,Jack the Giant Slayer,5.5,Action
20,2013,Oz: The Great and Powerful,5.7,Fantasy
20,2013,Iron Man 3,6.8,Action
20,2013,Monsters University,7,Animation
20,2013,World War Z,6.7,Action
22.5,2013,Man of Steel,6.5,Action
25,2013,The Hobbit: The Desolation of Smaug,7.6,Adventure
25.5,2013,The Lone Ranger,5.9,Action
3,2014,Fear Clinic,4,Horror
3,2014,Hidden in the Woods,5.1,Thriller
3,2014,October 1,8,Thriller
3,2014,The Boxcar Children,7.6,Family
3,2014,Plastic,6.1,Drama
3,2014,Enchanted Kingdom,5.1,Documentary
3,2014,Serial Killer Culture,5,History
3,2014,Red Knot,5.6,Drama
3,2014,The Past Is a Grotesque Animal,5.5,Documentary
3,2014,Cowspiracy: The Sustainability Secret,7.9,Documentary
3,2014,Big Match,6.9,Comedy
3,2014,One Minute Time Machine,8.2,Mystery
3,2014,Dark Dungeons,1,Drama
3,2014,"Gore, Quebec",0,Thriller
3,2014,Wet and Reckless,3,Comedy
3,2014,Camp Belvidere,8,Romance
3,2014,Tonight It's Me,6,Drama
0.01,2014,The Unwanted,3.8,Drama
0.0114,2014,Druid Peak,7.5,Adventure
0.015,2014,Free to Play,7.1,Documentary
0.015666,2014,The Redwood Massacre,4.1,Fantasy
0.0175,2014,The King of Arcades,5.4,Documentary
0.02,2014,The Quiet Ones,5.1,Horror
0.02,2014,Plague,4.7,Drama
0.023,2014,Pro Wrestlers vs Zombies,4.3,Horror
0.03,2014,Hannibal Buress: Live From Chicago,7.6,Comedy
0.0318,2014,Afflicted,6.4,Horror
0.0325927,2014,Angry Video Game Nerd: The Movie,5.6,Science Fiction
0.039,2014,Duniyadari,0,
0.04,2014,The Last Light,2.6,Thriller
0.0446,2014,RISE,5,Crime
0.05,2014,Parts Per Billion,4.4,Science Fiction
0.05,2014,Dead Sea,2.4,Thriller
0.05,2014,The Living,5.5,Thriller
0.05,2014,Reminiscence,3.8,Horror
0.06,2014,Sx_Tape,3.3,Horror
0.06,2014,A Good Job: Stories of the FDNY,0,Documentary
0.06,2014,Hollidaysburg,5.2,Comedy
0.0608,2014,All-Stars,6.7,Comedy
0.0722083,2014,The Guide,8.6,History
0.075,2014,Leave the World Behind,7.3,Documentary
0.075,2014,The Falling,5,Drama
0.075,2014,Enquiring Minds: The Untold Story of the Man Behind the National Enquirer,7,Documentary
0.0937,2014,Free the Nipple,5,Drama
0.095,2014,Ask Me Anything,5.5,Drama
0.1,2014,A Girl Walks Home Alone at Night,6.9,Horror
0.1,2014,Hits,4.9,Drama
0.1,2014,He Who Dares,3.3,Action
0.1,2014,The Drunk,0,
0.1,2014,In Your Eyes,7.1,Drama
0.1,2014,The Hooligan Factory,5.3,Comedy
0.1,2014,Bang Bang Baby,6.6,Science Fiction
0.1,2014,Honeymoon,5.4,Horror
0.1,2014,Camp X-Ray,6.7,Drama
0.1,2014,Dear White People,6.2,Drama
0.1,2014,The Duke of Burgundy,6.1,Drama
0.1,2014,One Eyed Girl,5,Drama
0.1,2014,The Woman in Black 2: Angel of Death,5,Thriller
0.11,2014,Muffin Top: A Love Story,4.4,Romance
0.12,2014,Wrong Turn 6: Last Resort,4.6,Horror
0.13,2014,Risto Räppääjä ja liukas Lennart,0,Comedy
0.14,2014,Jersey Shore Massacre,3.4,Horror
0.144695,2014,The Forgotten,6.2,Horror
0.15,2014,Dead on Campus,4.7,Thriller
0.1556288,2014,Zid,7.5,Thriller
0.2,2014,The Humbling,5.3,Drama
0.2,2014,Locke,6.9,Drama
0.2,2014,Death Clique,6.1,Drama
0.2,2014,Decoding Annie Parker,5.5,Drama
0.2,2014,The Babadook,6.5,Drama
0.2,2014,Miss Meadows,5.1,Drama
0.21,2014,Jill and Joy,0,Family
0.24,2014,Life After Beth,5,Romance
0.24894,2014,Finding Fanny,5.4,Romance
0.25,2014,Catch Hell,5.3,Thriller
0.27,2014,Redirected,5.7,Action
0.28,2014,Tusk,5.1,Comedy
0.3,2014,Bullet,4.2,Action
0.3,2014,Something Wicked,4.6,Mystery
0.3,2014,Morning Star,1.5,Fantasy
0.3,2014,Way of the Wicked,3.7,Thriller
0.3,2014,Starship Rising,2.5,Action
0.3,2014,Kingdom Come,4.4,Horror
0.3,2014,Beautiful Girl,3.2,Drama
0.3,2014,Charlie's Farm,4.8,Horror
0.315,2014,GirlHouse,5.2,Horror
0.32,2014,Turkey Shoot,4.1,Action
0.325,2014,Treehouse,3.5,Thriller
0.33,2014,Whiplash,8.3,Drama
0.33,2014,The Opposite Sex,4.1,Comedy
0.35,2014,Justice League: War,7,Animation
0.35,2014,Wicked Blood,5.3,Action
0.4,2014,The Outsider,4.6,Action
0.4,2014,The Signal,5.8,Thriller
0.4,2014,Joe,6.5,Drama
0.4,2014,Boyhood,7.5,Drama
0.49,2014,Mommy,8.2,Drama
0.5,2014,Paranormal Activity: The Marked Ones,5.2,Horror
0.5,2014,Repentance,5.1,Horror
0.5,2014,Better Living Through Chemistry,5.9,Drama
0.5,2014,Reach Me,5.1,Drama
0.5,2014,Revenge of the Green Dragons,5.2,Drama
0.5,2014,Moms' Night Out,5.5,Comedy
0.5,2014,13 Sins,6.2,Horror
0.5,2014,"As Above, So Below",6.1,Horror
0.5,2014,The Green Inferno,5,Action
0.5,2014,My Old Lady,6.1,Romance
0.5,2014,Cut Bank,5.4,Thriller
0.5,2014,Atlas Shrugged Part III: Who is John Galt?,3.9,Drama
0.5,2014,The Guest,6.5,Mystery
0.5,2014,Kill the Messenger,6.6,Thriller
0.5,2014,Rudderless,7.4,Music
0.5,2014,Ouija,4.9,Horror
0.5,2014,Jingle All the Way 2,4,Comedy
0.5,2014,Still Alice,7.5,Drama
0.5,2014,Let's Kill Ward's Wife,5.5,Comedy
0.55,2014,Wish I Was Here,6.4,Drama
0.55,2014,Bad Ass 2: Bad Asses,5.7,Action
0.55,2014,Predestination,7.3,Science Fiction
0.55,2014,Miss Julie,5.8,Drama
0.59,2014,Mrs. Brown's Boys D'Movie,4.7,Comedy
0.6,2014,Song One,5.5,Drama
0.6,2014,Barefoot,6.3,Comedy
0.6,2014,Veronica Mars,6.5,Comedy
0.6,2014,The Games Maker,4.9,Adventure
0.6,2014,5 Flights Up,5.9,Drama
0.65,2014,Annabelle,5.5,Horror
0.65,2014,The Pyramid,4.6,Horror
0.66,2014,Clouds of Sils Maria,6.7,Drama
0.67,2014,Infinitely Polar Bear,6.9,Comedy
0.69,2014,Kristy,5.9,Thriller
0.7,2014,Devil's Due,4.4,Horror
0.7,2014,Black Rose,2,Drama
0.7,2014,A Good Man,5,Action
0.7,2014,Cake,6.2,Drama
0.7,2014,Beyond the Lights,7,Romance
0.7,2014,Automata,5.6,Thriller
0.7,2014,The Devil's Hand,4.7,Horror
0.8,2014,Reasonable Doubt,5.6,Crime
0.8,2014,That Awkward Moment,6.1,Comedy
0.8,2014,Aloft,5.1,Drama
0.8,2014,The Little Rascals Save the Day,5.9,Comedy
0.8,2014,Swelter,4.6,Action
0.8,2014,99 Homes,6.8,Drama
0.85,2014,The Zero Theorem,5.9,Drama
0.85,2014,Big Game,5.3,Action
0.85,2014,Nightcrawler,7.6,Crime
0.85,2014,Corner Gas: The Movie,5.6,Family
0.9,2014,The Purge: Anarchy,6.6,Horror
0.9,2014,Black or White,6.5,Drama
0.9,2014,Skin Trade,5.7,Thriller
1,2014,Elsa & Fred,6.2,Comedy
1,2014,50 to 1,5.7,Comedy
1,2014,Cesar Chavez,6.1,Drama
1,2014,In the Blood,5.2,Action
1,2014,American Heist,4.3,Action
1,2014,Big Eyes,6.8,Drama
1.1,2014,Chef,7.2,Comedy
1.1,2014,If I Stay,7.3,Drama
1.2,2014,Heaven is for Real,6.1,Drama
1.2,2014,The Fault in Our Stars,7.6,Romance
1.2,2014,Drive Hard,3.9,Action
1.2,2014,The Identical,4.9,Music
1.225,2014,The Rover,6.1,Crime
1.25,2014,About Last Night,6,Comedy
1.26,2014,The Drop,6.7,Drama
1.27,2014,The Grand Seduction,6.7,Comedy
1.3,2014,Earth to Echo,5.7,Family
1.3,2014,St. Vincent,7.1,Comedy
1.32,2014,No Good Deed,5.6,Crime
1.33,2014,Under the Skin,6,Thriller
1.4,2014,The Loft,6.4,Thriller
1.4,2014,The Imitation Game,8,History
1.45,2014,Freedom,5.8,Drama
1.5,2014,Walk of Shame,5.8,Comedy
1.5,2014,A Most Wanted Man,6.5,Thriller
1.5,2014,When the Game Stands Tall,6.3,Drama
1.5,2014,The November Man,6,Crime
1.5,2014,Suite Française,7.1,Drama
1.5,2014,The Theory of Everything,7.8,Drama
1.5,2014,Dying of the Light,4.5,Thriller
1.5,2014,Wild,7,Drama
1.6,2014,The Homesman,6.4,Western
1.6,2014,Left Behind,3.7,Thriller
1.6,2014,The Cut,6.6,History
1.68,2014,Magic in the Moonlight,6.5,Comedy
1.7,2014,God's Not Dead,5.9,Drama
1.7,2014,Let's Be Cops,6.4,Comedy
1.7,2014,Escobar: Paradise Lost,6.1,Thriller
1.8,2014,Neighbors,6.2,Comedy
1.8,2014,And So It Goes,5.7,Comedy
1.8,2014,The Prince,4.6,Thriller
1.8,2014,Birdman,7.4,Drama
