Budget,Year,Name,Rate,Genre
2.8,2001,Ghosts of Mars,4.8,Action
2.8,2001,Zoolander,6.1,Comedy
2.8,2001,Serendipity,6.6,Comedy
3,2001,Jason and the Argonauts,5.4,Action
3,2001,Antitrust,5.8,Action
3,2001,American Pie 2,6,Comedy
3,2001,The Glass House,5.4,Drama
3.1,2001,Hearts in Atlantis,6.5,Drama
3.2,2001,Hardball,6.3,Comedy
3.4,2001,Summer Catch,4.8,Drama
3.5,2001,The Pledge,6.6,Crime
3.5,2001,The Wedding Planner,5.4,Comedy
3.5,2001,Spy Kids,5.5,Action
3.5,2001,Heartbreakers,5.8,Crime
3.5,2001,American Outlaws,5.7,Action
3.5,2001,From Hell,6.6,Horror
3.5,2001,Heist,6.3,Action
3.7,2001,The Princess Diaries,6.5,Comedy
3.8,2001,The Fast and the Furious,6.6,Action
3.8,2001,Joe Somebody,5.5,Comedy
4,2001,Sweet November,6.4,Drama
4,2001,The Musketeer,5.2,Action
4,2001,Shallow Hal,5.7,Comedy
4,2001,Behind Enemy Lines,6,Action
4,2001,Impostor,6.1,Action
4.2,2001,Original Sin,5.8,Thriller
4.5,2001,What's the Worst That Could Happen?,5.1,Action
4.5,2001,Scary Movie 2,5.4,Comedy
4.5,2001,Training Day,7.3,Action
4.8,2001,Rat Race,6,Adventure
4.8,2001,Riding in Cars with Boys,6.5,Comedy
4.8,2001,K-PAX,7.1,Drama
4.9,2001,The One,5.7,Action
5,2001,Exit Wounds,5.3,Action
5,2001,Don't Say a Word,6,Thriller
5.25,2001,Moulin Rouge!,7.4,Drama
5.3,2001,Blow,7.4,Crime
5.3,2001,Angel Eyes,5.5,Drama
5.7,2001,The Mexican,5.8,Action
5.7,2001,Captain Corelli's Mandolin,5.6,Drama
5.7,2001,Rock Star,6,Music
6,2001,15 Minutes,5.7,Action
6,2001,Along Came a Spider,6.1,Crime
6,2001,Shrek,7.3,Adventure
6,2001,Cats & Dogs,5,Comedy
6,2001,A Beautiful Mind,7.7,Drama
6.2,2001,3000 Miles to Graceland,5.8,Action
6.5,2001,A Knight's Tale,6.6,Adventure
6.8,2001,Enemy at the Gates,7.2,War
6.8,2001,The Score,6.7,Action
6.8,2001,Vanilla Sky,6.5,Drama
7,2001,Dr. Dolittle 2,4.9,Comedy
7.2,2001,The Last Castle,7,Action
7.2,2001,The Majestic,6.6,Drama
7.5,2001,Monkeybone,4.2,Adventure
7.5,2001,Osmosis Jones,6,Adventure
7.5,2001,Bandits,6.2,Action
7.5,2001,Domestic Disturbance,5.4,Mystery
8,2001,Evolution,5.7,Action
8.5,2001,Ocean's Eleven,7.2,Thriller
8.7,2001,Hannibal,6.4,Crime
9,2001,Town & Country,4.1,Comedy
9,2001,Rush Hour 2,6.4,Action
9.2,2001,Spy Game,6.8,Action
9.2,2001,Black Hawk Down,7.2,Action
9.3,2001,Jurassic Park III,5.7,Adventure
9.3,2001,The Lord of the Rings: The Fellowship of the Ring,8,Adventure
9.4,2001,Driven,4.5,Action
9.8,2001,The Mummy Returns,6,Adventure
10,2001,A.I. Artificial Intelligence,6.8,Drama
10,2001,Planet of the Apes,5.6,Thriller
10.2,2001,Swordfish,6.1,Action
10.7,2001,Ali,6.7,Drama
11.5,2001,Lara Croft: Tomb Raider,5.7,Adventure
11.5,2001,"Monsters, Inc.",7.5,Animation
12,2001,Atlantis: The Lost Empire,6.7,Animation
12.5,2001,Band of Brothers,8.2,Action
12.5,2001,Harry Potter and the Philosopher's Stone,7.5,Adventure
13.7,2001,Final Fantasy: The Spirits Within,5.9,Adventure
14,2001,Pearl Harbor,6.6,History
3,2002,Sonny,5,Crime
3,2002,Killjoy 2: Deliverance from Evil,3,Horror
3,2002,The Kid Stays in the Picture,7.3,Documentary
3,2002,Tongan Ninja,4.9,Action
3,2002,Chance,6.8,Comedy
0.015,2002,Tadpole,5.5,Comedy
0.02,2002,The Business of Fancydancing,8,Music
0.02,2002,Shottas,7.4,Action
0.025,2002,Dahmer,5.2,Drama
0.03,2002,Elaine Stritch: At Liberty,10,Comedy
0.035,2002,Fubar,5.9,Comedy
0.038,2002,Now You Know,5.7,Comedy
0.05,2002,Triggermen,4.7,Action
0.05,2002,May,6.3,Drama
0.05,2002,Wolves In The Snow,6.5,Drama
0.05,2002,Interview with the Assassin,5.6,Drama
0.05,2002,Project Viper,6,Horror
0.05,2002,Lathe of Heaven,5.2,Science Fiction
0.05,2002,Villan,6.7,Action
0.08,2002,Raising Victor Vargas,7.8,Drama
0.1,2002,Blue Car,6.7,Drama
0.1,2002,Bubba Ho-tep,6.7,Comedy
0.12,2002,Welcome to Collinwood,6.2,Comedy
0.13,2002,Ken Park,5.7,Drama
0.15,2002,Maléfique,6.1,Fantasy
0.159601,2002,Dracula: Pages from a Virgin's Diary,6.9,Horror
0.18,2002,Menolippu Mombasaan,4.8,Drama
0.18,2002,Crazy As Hell,5,Horror
0.1934,2002,Atanarjuat: The Fast Runner,6.3,Fantasy
0.2,2002,Spun,6.6,Comedy
0.2,2002,Full Frontal,4.8,Comedy
0.3,2002,The Untold,2.3,Horror
0.3,2002,Martin Lawrence Live: Runteldat,5,Comedy
0.3,2002,Naqoyqatsi,6.1,Documentary
0.3,2002,Heart of America,4.7,Drama
0.3,2002,My Little Eye,5.8,Horror
0.3,2002,Hellraiser: Hellseeker,4.7,Horror
0.35,2002,Gerry,6.1,Mystery
0.35,2002,Angels Don't Sleep Here,2.5,Thriller
0.35,2002,Deserter,5.3,Drama
0.3500159,2002,Bend It Like Beckham,6.2,Comedy
0.37,2002,Borderline,5,Drama
0.38,2002,The Skulls II,5.3,Action
0.4,2002,Secretary,6.8,Comedy
0.4,2002,Repli-Kate,5.4,Comedy
0.4,2002,Bowling for Columbine,7.3,Documentary
0.4,2002,The Rules of Attraction,6.3,Comedy
0.4,2002,Empire,6.4,Action
0.4411044,2002,The Fraternity,4.3,Thriller
0.5,2002,My Big Fat Greek Wedding,6.2,Comedy
0.5,2002,Cinderella II: Dreams Come True,5.5,Family
0.5,2002,National Lampoon’s Van Wilder,5.9,Comedy
0.5,2002,Stark Raving Mad,6.2,Action
0.5,2002,29 Palms,5.6,Comedy
0.5,2002,Jackass: The Movie,6.1,Documentary
0.5,2002,28 Days Later,7.1,Horror
0.5,2002,Sniper 2,5.4,Action
0.6,2002,The Badge,6.1,Crime
0.65,2002,Narc,6.8,Action
0.7,2002,The Heart of Me,7.7,Drama
0.7,2002,Interstate 60,7.1,Adventure
0.7,2002,Auto Focus,6.1,Drama
0.75,2002,Men with Brooms,4.6,Comedy
0.75,2002,Cypher,6.7,Thriller
0.8,2002,The Good Girl,6.1,Drama
0.8,2002,Joe and Max,0,Drama
0.8,2002,Intimate Affairs,4.9,Drama
0.8,2002,Brown Sugar,7,Comedy
0.85,2002,Swimfan,5,Drama
0.9,2002,All or Nothing,7,Comedy
0.9,2002,Igby Goes Down,6.5,Comedy
1,2002,Firestarter 2: Rekindled,5.3,TV Movie
1,2002,American Psycho 2: All American Girl,4.6,Horror
1,2002,The Powerpuff Girls Movie,5.6,Animation
1,2002,The Banger Sisters,5.5,Comedy
1,2002,Swept Away,4.8,Comedy
1.1,2002,Liberty Stands Still,5.6,Thriller
1.1,2002,A Walk to Remember,7.5,Drama
1.1,2002,Heaven,6.8,Drama
1.1,2002,Max,6.2,War
1.2,2002,Crossroads,4.7,Action
1.2,2002,Sorority Boys,4.6,Comedy
1.2,2002,Barbershop,6.2,Comedy
1.2,2002,No Good Deed,5.2,Action
1.2,2002,One Hour Photo,6.6,Horror
1.2,2002,Frida,7.3,Drama
1.25,2002,Antwone Fisher,6.7,Drama
1.3,2002,The New Guy,5.7,Comedy
1.3,2002,Halloween: Resurrection,4.5,Horror
1.3,2002,Phone Booth,6.7,Thriller
1.3,2002,Half Past Dead,4.6,Crime
1.35,2002,Far from Heaven,6.9,Drama
1.4,2002,Slackers,5.4,Comedy
1.4,2002,All About the Benjamins,5.9,Action
1.5,2002,Big Fat Liar,5.6,Comedy
1.5,2002,Tuck Everlasting,6.4,Drama
1.5,2002,Dark Blue,6.5,Action
1.5,2002,25th Hour,7.2,Crime
1.56,2002,Juwanna Mann,4.2,Comedy
1.6,2002,Hollywood Ending,6.4,Comedy
1.7,2002,40 Days and 40 Nights,5.2,Comedy
1.7,2002,They,4.6,Horror
1.8,2002,Salton Sea,7,Crime
1.9,2002,Adaptation.,7.3,Comedy
2,2002,Return to Never Land,6.1,Adventure
2,2002,The Rookie,6.5,Drama
2,2002,Undisputed,6.1,Action
2,2002,Boat Trip,4.7,Comedy
2,2002,People I Know,5.5,Drama
2,2002,Friday After Next,6,Comedy
2,2002,Equilibrium,6.9,Action
2,2002,Drumline,6.2,Drama
2.1,2002,Moonlight Mile,6.4,Romance
2.1,2002,The Transporter,6.6,Action
2.5,2002,Undercover Brother,5.5,Action
2.5,2002,Blue Crush,5.6,Adventure
2.5,2002,Possession,6.5,Drama
2.5,2002,Abandon,4.6,Drama
2.5,2002,Punch-Drunk Love,6.9,Comedy
2.5,2002,The Hours,7,Drama
2.6,2002,Clockstoppers,4.9,Adventure
2.6,2002,Clockstoppers,4.9,Adventure
2.7,2002,About a Boy,6.6,Drama
2.7,2002,Divine Secrets of the Ya-Ya Sisterhood,5.6,Comedy
2.9,2002,Serving Sara,5,Comedy
3,2002,Like Mike,5.7,Comedy
3,2002,Ripley's Game,6.6,Crime
3,2002,Trapped,5.8,Action
3,2002,Sweet Home Alabama,6.1,Comedy
3,2002,The Quiet American,6.5,Drama
3,2002,About Schmidt,6.7,Drama
3,2002,Confessions of a Dangerous Mind,6.6,Comedy
3,2002,Confessions of a Dangerous Mind,6.6,Comedy
3.2,2002,The Mothman Prophecies,6.1,Drama
3.3,2002,Snow Dogs,5.3,Adventure
3.3,2002,Resident Evil,6.4,Horror
3.5,2002,The Count of Monte Cristo,7.3,Action
3.5,2002,Queen of the Damned,5.5,Drama
3.5,2002,The Country Bears,4.3,Adventure
3.5,2002,The Four Feathers,6.5,War
3.5,2002,The Pianist,8.1,Drama
3.5,2002,Ghost Ship,5.3,Horror
3.5,2002,Femme Fatale,6.2,Thriller
3.5,2002,The Wild Thornberrys Movie,5.8,Animation
3.6,2002,John Q,7,Drama
3.8,2002,Enough,6.2,Drama
3.8,2002,Spy Kids 2: The Island of Lost Dreams,5.3,Action
4,2002,Big Trouble,6.3,Action
4,2002,Life or Something Like It,5.7,Comedy
4,2002,FearDotCom,3.2,Horror
4,2002,City By The Sea,5.7,Crime
4,2002,Extreme Ops,5,Action
4.1,2002,8 Mile,6.8,Drama
4.2,2002,High Crimes,6.1,Drama
4.3,2002,The Sweetest Thing,5.3,Romance
4.5,2002,Changing Lanes,5.9,Action
4.5,2002,Chicago,6.9,Action
4.6,2002,Insomnia,6.8,Crime
4.7,2002,Solaris,5.9,Drama
4.8,2002,Panic Room,6.6,Crime
4.8,2002,The Ring,6.5,Horror
5,2002,Murder by Numbers,6,Crime
5,2002,Unfaithful,6.3,Thriller
5,2002,Mr. Deeds,5.6,Comedy
5,2002,Blood Work,6.1,Crime
5.2,2002,Catch Me If You Can,7.7,Drama
5.4,2002,Blade II,6.3,Fantasy
5.5,2002,D-Tox,5.4,Action
5.5,2002,Death to Smoochy,5.9,Comedy
5.5,2002,Maid in Manhattan,5.6,Comedy
5.9,2002,Ice Age,7.1,Animation
6,2002,Dragonfly,6.2,Drama
6,2002,The Scorpion King,5.3,Action
6,2002,The Bourne Identity,7.3,Action
6,2002,Reign of Fire,6,Adventure
6,2002,Analyze That,5.7,Comedy
6,2002,Star Trek: Nemesis,6.1,Science Fiction
6,2002,Two Weeks Notice,5.9,Comedy
6.3,2002,Austin Powers in Goldmember,5.9,Comedy
6.5,2002,The Santa Clause 2,5.5,Fantasy
6.8,2002,The Sum of All Fears,5.9,Thriller
7,2002,Hart's War,5.9,Drama
7,2002,Bad Company,5.4,Action
7,2002,xXx,5.8,Action
7,2002,Ballistic: Ecks vs. Sever,4.3,Action
7,2002,I Spy,5.2,Action
7.2,2002,Signs,6.4,Drama
7.5,2002,We Were Soldiers,6.7,Action
7.8,2002,Red Dragon,6.7,Crime
7.9,2002,The Lord of the Rings: The Two Towers,8,Adventure
8,2002,The Time Machine,5.8,Science Fiction
8,2002,Spirit: Stallion of the Cimarron,7.4,Western
8,2002,Lilo & Stitch,7.1,Animation
8,2002,Road to Perdition,7.3,Thriller
8.4,2002,Scooby-Doo,5.4,Mystery
8.5,2002,Collateral Damage,5.5,Action
8.5,2002,Showtime,5.3,Action
10,2002,K-19: The Widowmaker,6.1,Drama
10,2002,The Adventures of Pluto Nash,4.4,Action
10,2002,Harry Potter and the Chamber of Secrets,7.4,Adventure
10,2002,Gangs of New York,7.1,Drama
10.2,2002,Minority Report,7.1,Action
11.5,2002,Windtalkers,5.8,Drama
12,2002,Star Wars: Episode II - Attack of the Clones,6.4,Adventure
12,2002,Stuart Little 2,5.4,Family
13.9,2002,Spider-Man,6.8,Fantasy
14,2002,Men in Black II,6.1,Action
14,2002,Die Another Day,5.8,Adventure
14,2002,Treasure Planet,7.2,Adventure
3,2003,The Roman Spring of Mrs. Stone,4.5,Drama
3,2003,Tarnation,7.5,Documentary
3,2003,August Underground's Mordum,3.5,Horror
3,2003,Overnight,6.9,Documentary
3,2003,Zero Day,7.1,Drama
3,2003,Woodenhead,5.2,Fantasy
0.015,2003,Off the Charts: The Song-Poem Story,0,Documentary
0.0175,2003,To Mars by A-Bomb: The Secret History of Project Orion,0,Documentary
0.02,2003,Blues Story,4,TV Movie
0.025,2003,Gacy,4.4,Crime
0.03,2003,Pieces of April,6.4,Comedy
0.03,2003,Tupac: Resurrection,8,Music
0.0325,2003,Bloody Murder 2: Closing Camp,5,
0.04,2003,Fat Pizza,5.7,Comedy
0.0475,2003,The Movie Hero,6,Comedy
0.05,2003,The Station Agent,7.4,Drama
0.078,2003,Saints and Soldiers,6.6,Action
0.08,2003,The Mudge Boy,7.3,Drama
0.085,2003,Latter Days,6.8,Drama
0.1,2003,The Hebrew Hammer,5.9,Action
0.1,2003,The Battle of Shaker Heights,5.6,Comedy
0.12,2003,Goldfish Memory,6.2,Comedy
0.15,2003,Destino,7,Animation
0.15,2003,Cabin Fever,5.5,Horror
0.2,2003,Thirteen,6.6,Crime
0.2,2003,"The Book of Mormon Movie, Volume 1: The Journey",5,
0.2,2003,Beat the Drum,7.6,Drama
0.25,2003,The Mother,6.3,Drama
0.25,2003,Dark Wolf,3.4,Horror
0.28,2003,Mrs. Ashboro's Cat,3.6,Thriller
0.3,2003,Elephant,7,Drama
0.35,2003,The Long Ride Home,0,Action
0.4,2003,Lost in Translation,7.3,Drama
0.4361898,2003,Mambo Italiano,5.6,Comedy
0.5,2003,The Animatrix,6.9,Animation
0.5,2003,Air Bud: Spikes Back,4.7,Comedy
0.5,2003,Detention,5.6,Action
0.5,2003,Intermission,6.4,Romance
0.5,2003,Party Monster,5.9,Comedy
0.5,2003,Wonderland,6.2,Crime
0.5,2003,Blind Horizon,5.9,Drama
0.6,2003,A Mighty Wind,6.6,Comedy
0.6,2003,11:14,6.8,Crime
0.6,2003,Shattered Glass,6.6,Drama
0.64,2003,Young Adam,5.9,Drama
0.68,2003,Shade,6.1,Action
0.7,2003,House of 1000 Corpses,6,Horror
0.7,2003,House of the Dead,2.8,Horror
0.7,2003,Alien Hunter,4.7,Science Fiction
0.7,2003,Sylvia,5.6,Drama
0.75,2003,Levity,5.9,Crime
0.75,2003,Code 46,6.2,Drama
0.78,2003,Swimming Pool,6.5,Thriller
0.8,2003,Whale Rider,7.1,Drama
0.8,2003,Monster,7,Crime
0.8256269,2003,Foolproof,6.3,Action
0.95,2003,The Texas Chainsaw Massacre,6.1,Horror
1,2003,44 Minutes: The North Hollywood Shoot-Out,6.4,Action
1,2003,"The Tulse Luper Suitcases, Part 1: The Moab Story",7.8,War
1,2003,Calendar Girls,6.6,Comedy
1,2003,The Visual Bible: The Gospel of John,8.2,Drama
1.15,2003,Octane,5.1,Mystery
1.2,2003,Inspector Gadget 2,3.9,Action
1.2,2003,From Justin to Kelly,3,Comedy
1.2,2003,In the Cut,4.7,Mystery
1.26,2003,Wrong Turn,6,Horror
1.3,2003,Ghosts of the Abyss,7.1,Documentary
1.4,2003,Out for a Kill,4.2,Action
1.4,2003,My Boss's Daughter,4.4,Comedy
1.4,2003,Belly of the Beast,4.8,Action
1.5,2003,The Dreamers,7.2,Drama
1.5,2003,The Company,5.7,Drama
1.5,2003,The Fighting Temptations,5.3,Comedy
1.65,2003,House of Sand and Fog,7,Drama
1.67,2003,The Foreigner,3.7,Action
1.7,2003,The Lizzie McGuire Movie,5.8,Family
1.7,2003,Veronica Guerin,6.8,Drama
1.7,2003,Jeepers Creepers 2,5.5,Horror
1.7,2003,Good Boy!,4.6,Comedy
1.8,2003,Just Married,5.3,Comedy
1.8,2003,Under the Tuscan Sun,6.4,Romance
1.8,2003,Honey,6,Romance
1.9,2003,Dumb and Dumberer: When Harry Met Lloyd,4.1,Comedy
2,2003,A Guy Thing,5.3,Comedy
2,2003,The Jungle Book 2,5.6,Family
2,2003,Bringing Down the House,5.4,Comedy
2,2003,Frank Herbert's Children of Dune,6.8,Drama
2,2003,Holes,6.7,Adventure
2,2003,Uptown Girls,6.1,Comedy
2,2003,Marci X,3.3,Comedy
2,2003,21 Grams,7.2,Drama
2.2,2003,Willard,5.8,Horror
2.2,2003,Open Range,7,Western
2.2,2003,Underworld,6.6,Fantasy
2.3,2003,Bad Santa,6.4,Drama
2.4,2003,Biker Boyz,5,Action
2.4,2003,Old School,6.6,Comedy
2.5,2003,Cradle 2 the Grave,5.8,Action
2.5,2003,Mystic River,7.6,Thriller
2.6,2003,Final Destination 2,5.9,Horror
2.6,2003,Freaky Friday,6,Comedy
2.8,2003,Agent Cody Banks,5,Action
2.9,2003,Once Upon a Time in Mexico,6.2,Action
3,2003,Identity,7.1,Mystery
3,2003,Alex & Emma,5,Comedy
3,2003,Freddy vs. Jason,5.8,Horror
3,2003,Kill Bill: Vol. 1,7.7,Action
3,2003,The Human Stain,6.1,Drama
3.2,2003,The Cooler,6.7,Drama
3.2,2003,Elf,6.4,Comedy
3.2,2003,Radio,6.8,Drama
3.5,2003,Down with Love,6.1,Action
3.5,2003,The Order,4.8,Drama
3.5,2003,School of Rock,6.8,Comedy
3.5,2003,Beyond Borders,6.7,Drama
3.6,2003,A Man Apart,5.8,Action
3.8,2003,Spy Kids 3-D: Game Over,4.7,Action
4,2003,Johnny English,6,Adventure
4,2003,Love Actually,7,Comedy
4,2003,Duplex,5.9,Action
4,2003,Gothika,5.8,Horror
4,2003,Cheaper by the Dozen,6,Comedy
4.1,2003,The Medallion,5.3,Thriller
4.5,2003,"Legally Blonde 2: Red, White & Blonde",5.2,Comedy
4.8,2003,Scary Movie 3,5.8,Comedy
5,2003,Shanghai Knights,6,Action
5,2003,How to Lose a Guy in 10 Days,6.3,Comedy
5,2003,The Life of David Gale,7.3,Drama
5,2003,Basic,6.2,Action
5,2003,Out of Time,6.1,Thriller
5.2,2003,Bulletproof Monk,5.2,Action
5.4,2003,Gigli,3.5,Drama
5.5,2003,The Hunted,6,Drama
5.5,2003,American Wedding,6,Comedy
5.5,2003,Stuck on You,5.1,Comedy
5.6,2003,Gods and Generals,6.1,Drama
6,2003,The Core,5.5,Action
6,2003,Daddy Day Care,5.6,Comedy
6,2003,The Italian Job,6.6,Action
6,2003,Sinbad: Legend of the Seven Seas,6.6,Family
6,2003,Intolerable Cruelty,5.8,Crime
6,2003,Runaway Jury,6.9,Drama
6,2003,The Missing,6.1,Thriller
6,2003,Angels in America,6.8,Drama
6,2003,Paycheck,5.9,Action
6.2,2003,Matchstick Men,6.9,Comedy
6.5,2003,Mona Lisa Smile,6.5,Drama
6.8,2003,Dreamcatcher,5.2,Drama
7,2003,Tears of the Sun,6.4,Action
7,2003,Big Fish,7.6,Adventure
7.5,2003,Anger Management,5.9,Comedy
7.5,2003,Hollywood Homicide,5,Action
7.6,2003,2 Fast 2 Furious,6.2,Action
7.8,2003,Daredevil,5,Fantasy
7.8,2003,The League of Extraordinary Gentlemen,5.7,Fantasy
7.9,2003,Cold Mountain,6.7,Drama
8,2003,Bruce Almighty,6.4,Fantasy
8,2003,S.W.A.T.,5.8,Action
8,2003,Looney Tunes: Back in Action,5.6,Animation
8,2003,Timeline,5.4,Action
8,2003,Something's Gotta Give,6.3,Drama
8.5,2003,The Rundown,6.4,Adventure
8.7,2003,Seabiscuit,6.8,Drama
9,2003,The Haunted Mansion,5.1,Thriller
9.4,2003,Finding Nemo,7.6,Animation
9.4,2003,The Lord of the Rings: The Return of the King,8.1,Adventure
9.5,2003,Lara Croft Tomb Raider: The Cradle of Life,5.5,Action
10,2003,Brother Bear,6.9,Adventure
10,2003,Peter Pan,6.9,Adventure
11,2003,X2,6.8,Adventure
12,2003,Charlie's Angels: Full Throttle,5.2,Action
13,2003,Bad Boys II,6.3,Adventure
13.7,2003,Hulk,5.3,Drama
14,2003,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,Adventure
14,2003,The Last Samurai,7.3,Drama
15,2003,The Matrix Reloaded,6.7,Adventure
15,2003,The Matrix Revolutions,6.4,Adventure
15,2003,Master and Commander: The Far Side of the World,6.9,Adventure
20,2003,Terminator 3: Rise of the Machines,5.9,Action
3,2004,Incident at Loch Ness,5.8,Adventure
3,2004,Slavoj Žižek: The Reality of the Virtual,5,Documentary
3,2004,The Gerson Miracle,6.8,Documentary
3,2004,LolliLove,6.1,Comedy
3,2004,Primer,6.9,Science Fiction
3,2004,The Death of Kevin Carter: Casualty of the Bang Bang Club,0,Documentary
3,2004,Elevator Movie,5,Comedy
3,2004,Chainsaw Sally,3.5,Horror
3,2004,Eating Out,5.5,Comedy
3,2004,Super Size Me,6.6,Documentary
3,2004,The Heart is Deceitful Above All Things,5.7,Drama
0.01,2004,Recon 2020:  The Caprini Massacre,1,Science Fiction
0.01,2004,Dead End Road,0,Horror
0.013,2004,Open Water,5.3,Drama
0.015,2004,EMR,5,Thriller
0.02,2004,Six Shooter,7.5,Comedy
0.0275,2004,Freedom Park,0,
0.035,2004,Born into Brothels,6.7,Documentary
0.0375581,2004,Sugar,4.6,Drama
0.04,2004,Wild Roomies,5.3,Comedy
0.04,2004,Napoleon Dynamite,6.7,Comedy
0.05,2004,Hollywood North,0,Comedy
0.05,2004,Mean Creek,6.9,Crime
0.05,2004,Siblings,5.8,Comedy
0.07,2004,Perfect Opposites,4.8,Comedy
0.075,2004,Ring of Darkness,5.5,Horror
0.0823258,2004,Narco,6.1,Comedy
0.0825,2004,Cube Zero,5.7,Mystery
0.085,2004,Close,7,
0.09,2004,The Hollow,4.6,Horror
0.1,2004,Speak,6.7,Drama
0.1,2004,Girl Play,5.6,Comedy
0.1,2004,9 Songs,5.1,Drama
0.12,2004,Saw,7.2,Horror
0.15,2004,Dead Birds,5.7,Horror
0.2,2004,Visions of Europe,3.7,Comedy
0.2,2004,It's All Gone Pete Tong,7.1,Drama
0.2,2004,Retrograde,2.9,Action
0.25,2004,Garden State,7.1,Comedy
0.26,2004,Riding Giants,7.6,Documentary
0.27,2004,Before Sunset,7.6,Drama
0.3,2004,We Don't Live Here Anymore,5.8,Drama
0.3,2004,Vizontele Tuuba,6.5,Comedy
0.3,2004,Never Die Alone,5.7,Action
0.3,2004,Woman Thou Art Loosed,5,Drama
0.35,2004,D.E.B.S.,5.6,Action
0.4,2004,Shaun of the Dead,7.5,Horror
0.4,2004,The Keeper,5.3,Drama
0.45,2004,Romasanta,5.4,Action
0.5,2004,Tremors 4: The Legend Begins,5.4,Action
0.5,2004,The Machinist,7.3,Thriller
0.5,2004,Decoys,4.7,Horror
0.5,2004,Riding the Bullet,5,Drama
0.6,2004,Mickey,6.5,Drama
0.6,2004,Fahrenheit 9/11,6.9,
0.65,2004,Crash,7.2,Drama
0.65,2004,A Home at the End of the World,6.8,Romance
0.65,2004,Layer Cake,7,Drama
0.68,2004,Control,6,Action
0.7,2004,Bride & Prejudice,6.5,Drama
0.7,2004,Starship Troopers 2: Hero of the Federation,3.8,Adventure
0.75,2004,The Work and the Glory,6.1,Drama
0.78,2004,Return to Sender,5.9,Drama
0.8,2004,She Hate Me,5.1,Comedy
0.85,2004,Club Dread,5.1,Comedy
0.88,2004,The I Inside,5.8,Thriller
0.9,2004,Harold & Kumar Go to White Castle,6.6,Comedy
1,2004,Teacher's Pet,5.5,Animation
1,2004,The Brown Bunny,5.5,Drama
1,2004,Imaginary Heroes,6.3,Comedy
1,2004,The Grudge,5.8,Horror
1.1,2004,Vera Drake,6.8,Crime
1.15,2004,Elvis Has Left the Building,5.8,Comedy
1.2,2004,Johnson Family Vacation,4.8,Comedy
1.2,2004,In My Country,7.1,Romance
1.2,2004,Modigliani,7.3,Drama
1.2,2004,Seed of Chucky,4.9,Drama
1.3,2004,The Butterfly Effect,7.3,Science Fiction
1.5,2004,Confessions of a Teenage Drama Queen,5.1,Comedy
1.5,2004,Raise Your Voice,6,Music
1.5,2004,A Dirty Shame,5.4,Comedy
1.6,2004,Stateside,5.6,Drama
1.6,2004,Soul Plane,4.7,Romance
1.6,2004,The Cookout,4.6,Comedy
1.6,2004,Sideways,6.9,Comedy
1.7,2004,Win a Date with Tad Hamilton!,5.5,Comedy
1.7,2004,Mean Girls,6.9,Comedy
1.75,2004,Hotel Rwanda,7.5,Drama
1.8,2004,Barbershop 2:  Back in Business,5.7,Comedy
1.8,2004,Catch That Kid,5,Family
1.9,2004,A Cinderella Story,6.1,Comedy
1.9,2004,Without a Paddle,5.3,Action
1.925,2004,Spartan,6.3,Mystery
2,2004,Out of Reach,4,Action
2,2004,Blast,4.6,Action
2,2004,Eternal Sunshine of the Spotless Mind,7.9,Science Fiction
2,2004,Connie and Carla,6.4,Music
2,2004,10.5,5.9,Adventure
2,2004,DodgeBall: A True Underdog Story,6.2,Comedy
2,2004,De-Lovely,6.3,Drama
2,2004,Yu-Gi-Oh! The Movie,5.4,Adventure
2,2004,Anacondas: The Hunt for the Blood Orchid,4.9,Adventure
2,2004,Paparazzi,5.8,Action
2,2004,Birth,5.9,Drama
2.2,2004,I Heart Huckabees,6.2,Comedy
2.3,2004,Chasing Liberty,6.1,Comedy
2.3,2004,Vanity Fair,5.5,Drama
2.3,2004,Curse of the Ring,6.4,Action
2.3,2004,Beyond the Sea,6.5,Drama
2.5,2004,EuroTrip,6.5,Comedy
2.5,2004,Dirty Dancing: Havana Nights,6,Drama
2.5,2004,The Girl Next Door,6.3,Comedy
2.5,2004,Godsend,4.7,Drama
2.5,2004,Cellular,6.1,Action
2.5,2004,Taxi,4.8,Thriller
2.5,2004,Finding Neverland,7.2,Drama
2.6,2004,Agent Cody Banks 2: Destination London,5.2,Comedy
2.6,2004,Anchorman: The Legend of Ron Burgundy,6.7,Comedy
2.7,2004,Mindhunters,6.3,Mystery
2.7,2004,Suspect Zero,5.5,Crime
2.7,2004,Closer,6.7,Drama
2.8,2004,Miracle,7,Drama
2.8,2004,Dawn of the Dead,6.8,Fantasy
2.8,2004,Laws of Attraction,5.6,Action
2.9,2004,The Notebook,7.7,Romance
3,2004,Welcome to Mooseport,4.8,Comedy
3,2004,The Passion of the Christ,6.9,Drama
3,2004,Kill Bill: Vol. 2,7.7,Action
3,2004,Mr. 3000,5,Comedy
3,2004,Wicker Park,6.7,Drama
3,2004,First Daughter,5.4,Comedy
3,2004,Friday Night Lights,7,Drama
3,2004,The SpongeBob SquarePants Movie,6.7,Animation
3,2004,Million Dollar Baby,7.7,Drama
3.1,2004,Ella Enchanted,5.9,Family
3.1,2004,Wimbledon,6,Comedy
3.2,2004,George and the Dragon,5.1,Adventure
3.2,2004,Team America: World Police,6.6,Music
3.3,2004,The Punisher,6.1,Action
